Gene stable ID	Gene % GC content	Gene name
ENSMUSG00000109494	45.44	Gm21033
ENSMUSG00000109476	45.51	Gm21034
ENSMUSG00000109172	45.48	Gm21035
ENSMUSG00000109173	45.42	Gm21036
ENSMUSG00000109202	44.06	Gm21037
ENSMUSG00000108963	44.20	Gm16478
ENSMUSG00000109443	45.00	Gm45002
ENSMUSG00000109059	46.15	Gm9354
ENSMUSG00000041769	44.00	Ppp2r2d
ENSMUSG00000001829	46.32	Clpb
ENSMUSG00002075611	48.39	
ENSMUSG00000033227	53.10	Wnt6
ENSMUSG00000099472	54.28	Gm29539
ENSMUSG00000026167	54.11	Wnt10a
ENSMUSG00000094125	46.09	Gm13698
ENSMUSG00000026197	53.52	Zfand2b
ENSMUSG00000014361	44.58	Mertk
ENSMUSG00000085036	43.20	Gm14011
ENSMUSG00002074943	43.55	
ENSMUSG00000017740	53.47	Slc12a5
ENSMUSG00000026198	50.91	Abcb6
ENSMUSG00000110360	48.89	Gm45380
ENSMUSG00000020732	48.30	Rab37
ENSMUSG00000007946	56.59	Phox2a
ENSMUSG00000001248	52.22	Gramd1a
ENSMUSG00000099519	51.98	Gm29253
ENSMUSG00000053838	44.44	Nudcd3
ENSMUSG00000033124	52.42	Atg9a
ENSMUSG00000083022	45.80	Rps15a-ps6
ENSMUSG00000083209	51.40	Gm11969
ENSMUSG00000096923	48.85	A730071L15Rik
ENSMUSG00000020447	49.13	Npc1l1
ENSMUSG00000081153	54.36	Gm11401
ENSMUSG00000047798	48.07	Cd300lf
ENSMUSG00000094336	46.09	Gm13693
ENSMUSG00000039804	44.28	Ncoa5
ENSMUSG00000004393	50.47	Ddx56
ENSMUSG00000096729	46.09	Gm13695
ENSMUSG00000014353	41.68	Tmem87b
ENSMUSG00000035064	47.75	Eef2k
ENSMUSG00000026199	47.69	Ankzf1
ENSMUSG00000020733	53.74	Slc9a3r1
ENSMUSG00000004394	47.29	Tmed4
ENSMUSG00002076960	48.25	5S_rRNA
ENSMUSG00000015542	53.74	Nat9
ENSMUSG00000026200	46.19	Glb1l
ENSMUSG00000027386	47.55	Fbln7
ENSMUSG00002075190	36.89	
ENSMUSG00000096484	46.09	Gm13696
ENSMUSG00000027387	40.77	Zc3h8
ENSMUSG00000045980	53.23	Tmem104
ENSMUSG00000082339	54.07	Gm14028
ENSMUSG00000087267	45.37	4933427J07Rik
ENSMUSG00000074807	50.04	Gm10762
ENSMUSG00000042851	38.72	Zc3h6
ENSMUSG00000097149	55.94	G630030J09Rik
ENSMUSG00000020817	40.42	Rabep1
ENSMUSG00000085118	47.05	Gm15774
ENSMUSG00000109337	51.46	Gm45047
ENSMUSG00000100985	46.45	Gm10640
ENSMUSG00000090248	37.23	Gm14027
ENSMUSG00000099536	43.46	Gm9569
ENSMUSG00000055489	39.51	Ano5
ENSMUSG00000017652	49.63	Cd40
ENSMUSG00002076477	46.55	
ENSMUSG00000026201	51.58	Stk16
ENSMUSG00000104113	53.43	Gm37292
ENSMUSG00000099357	43.67	Scgb1b1-ps
ENSMUSG00000101554	45.87	Scgb2b1
ENSMUSG00000036521	44.15	Scgb2b2
ENSMUSG00000062556	48.50	Scgb1b2
ENSMUSG00000079051	44.83	Vinac1
ENSMUSG00000078754	47.87	Scgb2b3
ENSMUSG00000087151	41.64	Gm14022
ENSMUSG00000030500	40.00	Slc17a6
ENSMUSG00000078935	48.47	1700025C18Rik
ENSMUSG00000096337	46.09	Gm13694
ENSMUSG00000027394	45.16	Ttl
ENSMUSG00000026202	53.94	Tuba4a
ENSMUSG00000109437	35.41	Gm45072
ENSMUSG00000053166	52.52	Cdh22
ENSMUSG00000109331	43.83	Gm42402
ENSMUSG00000095257	49.36	Scgb1b3
ENSMUSG00000078636	55.36	Gm7336
ENSMUSG00000102124	40.55	Gm29296
ENSMUSG00000108842	38.25	Gm45001
ENSMUSG00000101325	46.43	Scgb2b4-ps
ENSMUSG00000108957	39.89	Gm45235
ENSMUSG00000092118	56.95	Fancf
ENSMUSG00000096094	47.03	A630095N17Rik
ENSMUSG00000100358	42.89	Scgb1b4-ps
ENSMUSG00000101658	44.94	Scgb1b28-ps
ENSMUSG00000099795	46.39	Gm29492
ENSMUSG00000100754	45.50	Scgb2b5-ps
ENSMUSG00000101065	42.13	Scgb1b5-ps
ENSMUSG00000099598	45.40	Scgb2b28-ps
ENSMUSG00000118482	56.14	Gm50472
ENSMUSG00000100734	43.63	Rpl23a-ps8
ENSMUSG00000102002	45.24	Scgb2b6
ENSMUSG00000100639	35.68	Scgb1b6-ps
ENSMUSG00000101545	48.74	Gm4373
ENSMUSG00000026203	52.02	Dnajb2
ENSMUSG00000102041	44.06	Rpl23a-ps9
ENSMUSG00000094053	44.87	Scgb2b7
ENSMUSG00000086630	50.18	Gm14397
ENSMUSG00000087800	49.62	Gm25569
ENSMUSG00000078759	47.34	Scgb1b7
ENSMUSG00000095824	46.09	Gm13697
ENSMUSG00000027395	46.20	Polr1b
ENSMUSG00000101371	50.85	Gm9114
ENSMUSG00000100517	44.06	Gm29627
ENSMUSG00000099961	44.91	Scgb2b8-ps
ENSMUSG00000099612	43.38	Scgb1b8-ps
ENSMUSG00000099344	50.25	Gm6669
ENSMUSG00000101807	50.40	Gm9120
ENSMUSG00000101765	45.41	Gm21673
ENSMUSG00000101270	46.18	Scgb2b9-ps
ENSMUSG00000030498	40.08	Gas2
ENSMUSG00000079247	46.09	Gm13691
ENSMUSG00000084359	42.86	Gm13692
ENSMUSG00000081980	47.88	Gm13702
ENSMUSG00002075337	49.50	
ENSMUSG00000084198	35.05	Gm13711
ENSMUSG00000037938	49.33	Chchd5
ENSMUSG00000084826	45.58	AI847159
ENSMUSG00000082274	47.96	Gm14026
ENSMUSG00000086652	50.07	Gm14029
ENSMUSG00000103532	45.15	Gm4430
ENSMUSG00000103009	55.22	Gm4430
ENSMUSG00000101248	45.19	Scgb1b9-ps
ENSMUSG00000005087	42.20	Cd44
ENSMUSG00000100926	45.57	Gm5329
ENSMUSG00000101039	45.40	Scgb2b29-ps
ENSMUSG00000101777	49.44	Gm9127
ENSMUSG00000101025	39.80	Gm29262
ENSMUSG00000099396	44.92	Gm29263
ENSMUSG00000074093	41.22	Svip
ENSMUSG00000026204	51.65	Ptprn
ENSMUSG00000020734	55.18	Grin2c
ENSMUSG00000099826	43.94	Scgb2b10
ENSMUSG00000099581	47.38	Scgb1b10
ENSMUSG00000101327	44.37	Rpl23a-ps10
ENSMUSG00000099673	44.72	Scgb2b30
ENSMUSG00000094445	38.06	1700015G11Rik
ENSMUSG00000098013	49.60	Gm9135
ENSMUSG00000109526	42.37	Gm9357
ENSMUSG00000101824	46.04	Gm28256
ENSMUSG00002076660	53.21	U1
ENSMUSG00002076450	50.93	
ENSMUSG00000101504	43.84	Gm28257
ENSMUSG00000093858	38.48	Gm19967
ENSMUSG00000109026	41.53	Gm44683
ENSMUSG00000081968	49.16	Rpl23a-ps2
ENSMUSG00000109099	44.83	Gm20074
ENSMUSG00000084139	48.84	Gm12322
ENSMUSG00000099729	44.30	Scgb2b11
ENSMUSG00000018861	55.08	Fdxr
ENSMUSG00000032737	53.03	Inppl1
ENSMUSG00000044788	52.06	Fads6
ENSMUSG00000101840	52.82	Gm28294
ENSMUSG00000050201	52.50	Otop2
ENSMUSG00000033061	47.37	Resp18
ENSMUSG00000020859	39.87	Spag9
ENSMUSG00000100556	46.69	Gm28902
ENSMUSG00000026209	53.11	Dnpep
ENSMUSG00000074092	52.65	Gm6181
ENSMUSG00000070203	44.44	Gm22444
ENSMUSG00000101638	46.39	Scgb1b11
ENSMUSG00000099176	44.19	Mir6238
ENSMUSG00000109312	36.27	Gm44682
ENSMUSG00002074923	45.37	
ENSMUSG00000097982	45.10	Scgb2b12
ENSMUSG00002076370	38.25	
ENSMUSG00000099647	48.91	Gm5776
ENSMUSG00000101520	47.27	Scgb1b12
ENSMUSG00000073985	50.58	Gm10602
ENSMUSG00000099394	49.01	Gm9142
ENSMUSG00000109050	39.31	Gm6290
ENSMUSG00000100657	43.56	Gm28862
ENSMUSG00000100513	44.06	Rpl23a-ps11
ENSMUSG00000078757	47.38	Scgb1b29
ENSMUSG00000098185	50.80	Gm9146
ENSMUSG00000100751	44.49	Gm5116
ENSMUSG00000063297	37.84	Luzp2
ENSMUSG00000108474	38.75	Gm44895
ENSMUSG00000108665	27.59	Gm44897
ENSMUSG00000100386	44.68	Scgb2b13-ps
ENSMUSG00000108581	51.42	Gm44896
ENSMUSG00000108756	39.47	Gm44894
ENSMUSG00000108519	40.69	4833421K07Rik
ENSMUSG00000100949	43.22	Scgb1b13-ps
ENSMUSG00000032725	44.56	Folr2
ENSMUSG00000094827	49.95	Gm5327
ENSMUSG00000108326	43.36	Gm17838
ENSMUSG00000110295	49.06	Gm45319
ENSMUSG00000077163	38.32	Gm24116
ENSMUSG00000098205	50.05	Gm9149
ENSMUSG00000108325	41.66	Gm44898
ENSMUSG00000101312	45.18	Gm21135
ENSMUSG00000108744	47.07	Gm9367
ENSMUSG00000108363	42.74	Gm44615
ENSMUSG00000099932	46.27	Scgb2b14-ps
ENSMUSG00000088640	33.87	Gm26482
ENSMUSG00000099905	44.92	Scgb1b14-ps
ENSMUSG00002076985	47.93	
ENSMUSG00000100613	46.00	Gm5058
ENSMUSG00000100577	44.63	Gm29429
ENSMUSG00000100903	45.40	Scgb2b31-ps
ENSMUSG00000097952	49.29	Gm4398
ENSMUSG00000099549	46.04	Gm29432
ENSMUSG00000099821	45.36	Gm28408
ENSMUSG00000097972	43.84	Scgb2b15
ENSMUSG00000101232	47.15	Scgb1b15
ENSMUSG00000100443	46.27	Scgb2b16-ps
ENSMUSG00000101185	44.92	Scgb1b16-ps
ENSMUSG00002076642	47.93	
ENSMUSG00000026208	52.59	Des
ENSMUSG00000100324	46.22	Gm9156
ENSMUSG00000100471	47.57	Gm28409
ENSMUSG00000101296	45.40	Scgb2b32-ps
ENSMUSG00000101486	49.49	Gm4405
ENSMUSG00000101375	46.04	Gm28383
ENSMUSG00000101974	45.14	Gm28384
ENSMUSG00000098094	43.84	Scgb2b17
ENSMUSG00000099898	47.15	Scgb1b17
ENSMUSG00000101927	46.76	Gm28992
ENSMUSG00000101137	44.35	Rpl23a-ps7
ENSMUSG00000051504	45.07	Siglech
ENSMUSG00000085653	46.92	Gm15179
ENSMUSG00000026207	53.54	Speg
ENSMUSG00000101487	44.68	Scgb2b33
ENSMUSG00000098044	49.85	Gm9162
ENSMUSG00000100904	46.04	Gm28559
ENSMUSG00000101427	43.84	Gm6003
ENSMUSG00000100058	44.35	Scgb2b18
ENSMUSG00000101401	46.35	Scgb1b18
ENSMUSG00000030880	49.25	Polr3e
ENSMUSG00000119260	42.99	Gm23731
ENSMUSG00000059588	36.88	Calcrl
ENSMUSG00000096467	45.40	Scgb2b19
ENSMUSG00000095232	47.09	Scgb1b19
ENSMUSG00000096102	49.17	Gm9167
ENSMUSG00000094305	44.95	Scgb2b20
ENSMUSG00000094978	46.61	Scgb1b20
ENSMUSG00000098080	51.34	Gm5732
ENSMUSG00000101027	44.85	Gm28794
ENSMUSG00000099578	46.36	Gm5731
ENSMUSG00000030878	43.26	Cdr2
ENSMUSG00000026385	48.88	Dbi
ENSMUSG00000027397	45.49	Slc20a1
ENSMUSG00000101975	44.20	Scgb1b34-ps
ENSMUSG00000099900	44.89	Scgb2b21
ENSMUSG00000095487	48.35	Scgb1b21
ENSMUSG00000083568	45.89	Gm12770
ENSMUSG00000081155	43.70	Gm12771
ENSMUSG00000083381	45.16	Scgb2b22-ps
ENSMUSG00000025477	48.79	Inpp5a
ENSMUSG00000026388	45.75	3110009E18Rik
ENSMUSG00000010914	40.15	Pdhx
ENSMUSG00000026389	48.20	Steap3
ENSMUSG00000087528	45.53	9830144P21Rik
ENSMUSG00000056738	45.82	A730036I17Rik
ENSMUSG00000085485	48.75	Gm14024
ENSMUSG00000010911	42.42	Apip
ENSMUSG00000079892	46.88	Scgb1b22-ps
ENSMUSG00000083896	40.67	Scgb2b23-ps
ENSMUSG00000079893	41.35	Scgb1b23-ps
ENSMUSG00000030877	42.67	Mfsd13b
ENSMUSG00000048327	42.49	Ckap2l
ENSMUSG00000036907	61.92	C1ql2
ENSMUSG00000101275	48.81	1700012E03Rik
ENSMUSG00000026390	46.94	Marco
ENSMUSG00000058281	44.97	Gm10038
ENSMUSG00000085498	41.10	Gm14023
ENSMUSG00000085312	40.68	Gm12763
ENSMUSG00000087032	42.33	Gm13874
ENSMUSG00000058050	49.39	Gm9234
ENSMUSG00000088935	35.92	Gm25924
ENSMUSG00000094079	44.66	Rpl23a-ps12
ENSMUSG00000086957	45.00	Gm13869
ENSMUSG00000084385	49.18	Gm13873
ENSMUSG00000041309	57.86	Nkx6-2
ENSMUSG00000027399	40.80	Il1a
ENSMUSG00000053358	55.12	Gm9905
ENSMUSG00000046438	46.44	Scgb2b24
ENSMUSG00000065057	49.67	Gm25703
ENSMUSG00000082097	47.52	Gm14039
ENSMUSG00000027398	45.34	Il1b
ENSMUSG00000038147	40.92	Cd84
ENSMUSG00000001827	46.35	Folr1
ENSMUSG00000074805	45.11	Il1bos
ENSMUSG00000081888	47.87	Spcs2-ps
ENSMUSG00000043727	42.24	F830045P16Rik
ENSMUSG00000086637	42.63	Gm14040
ENSMUSG00000087015	46.18	Gm14041
ENSMUSG00000073492	42.50	Gm10521
ENSMUSG00000104413	43.91	Gm37065
ENSMUSG00000017664	56.19	Slc35c2
ENSMUSG00000015314	42.84	Slamf6
ENSMUSG00000045288	56.29	Ush1g
ENSMUSG00000018862	52.10	Otop3
ENSMUSG00000078753	48.90	Scgb1b24
ENSMUSG00000052423	50.61	B4galt3
ENSMUSG00000081714	43.19	Gm12782
ENSMUSG00000101183	43.46	Gm28614
ENSMUSG00000081604	52.80	Gm11518
ENSMUSG00002075641	59.09	
ENSMUSG00000086003	51.64	B230206L02Rik
ENSMUSG00000081510	41.50	Gm12768
ENSMUSG00000084296	44.75	Scgb2b25-ps
ENSMUSG00000100743	48.16	Scgb1b25-ps
ENSMUSG00000081317	42.00	Gm12757
ENSMUSG00000037573	47.70	Tob1
ENSMUSG00000030876	43.35	Mettl9
ENSMUSG00000044177	53.73	Wfikkn2
ENSMUSG00000094091	45.13	Gm21885
ENSMUSG00000040667	41.96	Nup88
ENSMUSG00000101203	41.53	Gm28615
ENSMUSG00000083085	41.25	Gm12765
ENSMUSG00000109206	42.83	Gm45137
ENSMUSG00000066586	46.59	Scgb2b26
ENSMUSG00000083942	47.29	Scgb1b26-ps
ENSMUSG00000099280	51.09	Gm27991
ENSMUSG00000101159	32.84	Gm28184
ENSMUSG00000108954	42.65	Gm44901
ENSMUSG00000081962	42.42	Gm12773
ENSMUSG00000109036	42.06	2210406H18Rik
ENSMUSG00000081768	40.79	Gm12755
ENSMUSG00000066584	47.38	Scgb2b27
ENSMUSG00000062729	52.89	Ppox
ENSMUSG00000035004	43.39	Igsf6
ENSMUSG00000066583	49.11	Scgb1b27
ENSMUSG00000012350	44.33	Ehf
ENSMUSG00000083434	48.48	Gm12760
ENSMUSG00000080947	37.76	Gm12779
ENSMUSG00000078752	46.29	Scgb1b30
ENSMUSG00000030649	45.99	Anapc15
ENSMUSG00000062963	46.80	Ufc1
ENSMUSG00000036459	48.16	Wtip
ENSMUSG00000079137	51.72	Rpl27-ps1
ENSMUSG00000087278	44.20	A930006I01Rik
ENSMUSG00000087747	30.77	Gm25151
ENSMUSG00000103983	41.72	Gm20045
ENSMUSG00000102686	41.95	Gm37220
ENSMUSG00000070794	43.47	BC016548
ENSMUSG00000013973	46.98	Dedd
ENSMUSG00000027082	39.21	Tfpi
ENSMUSG00002075134	53.12	
ENSMUSG00000078630	48.79	Tomt
ENSMUSG00000030842	46.17	Lamtor1
ENSMUSG00000049571	50.27	Cfap46
ENSMUSG00000020456	43.95	Ogdh
ENSMUSG00000013997	48.08	Nit1
ENSMUSG00000087362	43.59	Gm13710
ENSMUSG00000118570	46.12	Gm52947
ENSMUSG00000118521	42.75	Gm52948
ENSMUSG00000027186	46.46	Elf5
ENSMUSG00000033790	40.88	Tubgcp5
ENSMUSG00000006412	44.92	Pfdn2
ENSMUSG00000102929	43.57	Gm37154
ENSMUSG00000045259	50.70	Klhdc9
ENSMUSG00000027187	44.55	Cat
ENSMUSG00000103727	46.73	Gm37097
ENSMUSG00000006411	51.37	Nectin4
ENSMUSG00000081687	50.70	Gm13996
ENSMUSG00000006476	57.30	Nsmf
ENSMUSG00000048865	46.65	Arhgap30
ENSMUSG00000034990	46.23	Otoa
ENSMUSG00000026641	51.49	Usf1
ENSMUSG00000034586	53.54	Hid1
ENSMUSG00000103711	53.81	Tstd1
ENSMUSG00000108502	44.74	Gm9240
ENSMUSG00000108627	44.20	Gm45079
ENSMUSG00000108697	46.68	4930486N12Rik
ENSMUSG00000108351	44.47	Gm36736
ENSMUSG00000046321	44.73	Hs3st2
ENSMUSG00000038235	46.47	F11r
ENSMUSG00000108811	44.98	4933432K03Rik
ENSMUSG00000108409	48.19	1700025J12Rik
ENSMUSG00000052997	44.16	Uba2
ENSMUSG00000053483	53.29	Usp21
ENSMUSG00000050910	52.72	Cdr2l
ENSMUSG00000018449	46.33	Rpain
ENSMUSG00000081491	46.25	Gm12778
ENSMUSG00000081161	46.35	Gm12783
ENSMUSG00000063317	41.21	Usp31
ENSMUSG00000103878	44.79	Gm8197
ENSMUSG00000038599	47.22	Capn8
ENSMUSG00000053081	61.98	1700069B07Rik
ENSMUSG00000064307	43.55	Lrrc51
ENSMUSG00000018858	49.40	Mrpl58
ENSMUSG00000002635	46.76	Pdcd2l
ENSMUSG00000085072	49.16	Ict1os
ENSMUSG00000020863	40.46	Luc7l3
ENSMUSG00000000216	45.71	Scnn1g
ENSMUSG00000104376	48.72	Gm37516
ENSMUSG00000102688	48.10	Gm37218
ENSMUSG00000043429	58.64	Ccdc185
ENSMUSG00000038576	47.60	Susd4
ENSMUSG00000108410	47.58	Gm44740
ENSMUSG00000030873	48.78	Scnn1b
ENSMUSG00000102291	49.72	Gm37542
ENSMUSG00000079164	48.35	Tlr5
ENSMUSG00000034951	47.94	Cog7
ENSMUSG00002076589	50.50	
ENSMUSG00000030768	44.41	Disp1
ENSMUSG00000108511	44.96	Gm44987
ENSMUSG00000066306	45.77	Numa1
ENSMUSG00000018446	49.80	C1qbp
ENSMUSG00002075528	71.64	
ENSMUSG00000099320	39.68	Mir7664
ENSMUSG00000102478	42.97	BC085271
ENSMUSG00000032724	46.41	Abtb2
ENSMUSG00000118599	45.19	Fam177b
ENSMUSG00000046836	43.03	Brox
ENSMUSG00000034566	48.13	Atp5h
ENSMUSG00000037902	50.09	Sirpa
ENSMUSG00000020864	44.66	Ankrd40
ENSMUSG00000110150	47.28	Gm8523
ENSMUSG00000109872	50.48	Gm45312
ENSMUSG00000110287	43.26	Gm45313
ENSMUSG00000036427	50.87	Gpi1
ENSMUSG00000016940	50.36	Kctd2
ENSMUSG00000042901	42.16	Aida
ENSMUSG00000040620	45.69	Dhx33
ENSMUSG00000065246	39.62	Gm22297
ENSMUSG00000070332	51.80	Trim80
ENSMUSG00000103415	46.68	Gm37339
ENSMUSG00000104212	51.96	Gm37986
ENSMUSG00000053461	48.67	Hhipl2
ENSMUSG00000093096	56.00	Mir3968
ENSMUSG00000085651	56.74	Gm11695
ENSMUSG00000045775	50.49	Slc16a5
ENSMUSG00000104022	45.64	Gm37214
ENSMUSG00000103451	46.07	Gm33973
ENSMUSG00000041164	53.74	Zmiz2
ENSMUSG00000056050	44.83	Mia3
ENSMUSG00000027400	49.55	Pdyn
ENSMUSG00000089964	47.72	Gm16582
ENSMUSG00000090071	63.92	Cdk5r2
ENSMUSG00000055197	57.99	Fev
ENSMUSG00000084328	48.92	Gm14046
ENSMUSG00000036813	52.48	Entpd8
ENSMUSG00000006546	53.21	Cryba2
ENSMUSG00000086526	46.29	Gm12762
ENSMUSG00000085105	46.24	Gm12758
ENSMUSG00000070427	49.26	Il18bp
ENSMUSG00000065616	67.19	Mir375
ENSMUSG00000047021	49.42	Cfap65
ENSMUSG00000030872	47.64	Gga2
ENSMUSG00000037885	46.17	Stk35
ENSMUSG00000100255	35.00	Gm28196
ENSMUSG00000027401	46.02	Tgm3
ENSMUSG00000089653	52.02	Gm15841
ENSMUSG00000006538	59.37	Ihh
ENSMUSG00000098347	52.99	Mir6339
ENSMUSG00000089152	49.43	Gm22424
ENSMUSG00000077348	44.96	Gm24665
ENSMUSG00000036805	49.75	Noxa1
ENSMUSG00000103145	41.38	Gm37744
ENSMUSG00000026162	44.03	Nhej1
ENSMUSG00000026205	48.66	Slc23a3
ENSMUSG00000030871	45.11	Ears2
ENSMUSG00000033159	49.58	Cnppd1
ENSMUSG00000118563	49.12	Gm53031
ENSMUSG00000087028	48.83	Gm13387
ENSMUSG00000078202	54.53	Nrarp
ENSMUSG00000070426	42.75	Rnf121
ENSMUSG00000103217	54.59	Gm38287
ENSMUSG00000059555	55.32	Tor4a
ENSMUSG00000057219	50.13	Armc7
ENSMUSG00000027185	47.66	Nat10
ENSMUSG00000098516	42.19	Mir7651
ENSMUSG00000018442	42.90	Derl2
ENSMUSG00000049339	52.76	Retreg2
ENSMUSG00000066571	42.74	Garre1
ENSMUSG00000020736	56.96	Nt5c
ENSMUSG00000071866	48.71	Ppia
ENSMUSG00000081376	45.28	Gm11694
ENSMUSG00000030870	44.91	Ubfd1
ENSMUSG00000040599	41.79	Mis12
ENSMUSG00000100418	44.30	Gm28239
ENSMUSG00000097642	46.38	Gm26866
ENSMUSG00000072258	45.63	Taf1a
ENSMUSG00000108737	45.74	BC060293
ENSMUSG00000078380	47.37	Gm6096
ENSMUSG00000018451	52.64	6330403K07Rik
ENSMUSG00000026825	53.53	Dnm1
ENSMUSG00000049353	50.97	Rd3
ENSMUSG00000099481	45.37	Xndc1
ENSMUSG00000041126	42.74	H2az2
ENSMUSG00000097416	43.94	Gm26670
ENSMUSG00000102915	49.57	Gm32460
ENSMUSG00000083171	47.14	Gm12321
ENSMUSG00000026637	46.82	Traf5
ENSMUSG00000020737	48.08	Jpt1
ENSMUSG00000030869	44.54	Ndufab1
ENSMUSG00000093003	41.98	Mir3473c
ENSMUSG00000103653	55.15	Gstp-ps
ENSMUSG00000097089	45.48	Gm26879
ENSMUSG00000032997	58.26	Chpf
ENSMUSG00000082098	46.35	Gm15377
ENSMUSG00000079988	46.56	Gm11970
ENSMUSG00000083693	45.49	Gm11971
ENSMUSG00000084280	47.30	Gm11972
ENSMUSG00000094483	42.05	Purb
ENSMUSG00000092885	39.62	Gm22123
ENSMUSG00000086839	47.94	Gm11973
ENSMUSG00000108573	45.32	Gm44986
ENSMUSG00000026211	54.05	Obsl1
ENSMUSG00000066568	40.96	Lsm14a
ENSMUSG00000069830	42.05	Nlrp1a
ENSMUSG00000020738	43.57	Sumo2
ENSMUSG00000020865	49.62	Abcc3
ENSMUSG00000108447	40.02	Gm44567
ENSMUSG00000082684	54.09	Gm12774
ENSMUSG00000086184	48.18	Gm12764
ENSMUSG00000108732	45.81	2310043P16Rik
ENSMUSG00000085124	44.99	Gm12766
ENSMUSG00000081863	54.11	Gm12780
ENSMUSG00000086631	46.67	Gm12784
ENSMUSG00000108723	45.19	Gm44837
ENSMUSG00000030499	54.86	Kctd15
ENSMUSG00000085923	55.00	Gm12781
ENSMUSG00000087127	51.24	Gm12756
ENSMUSG00000070425	47.98	Xntrpc
ENSMUSG00000051703	54.31	Tmem198
ENSMUSG00000032968	53.50	Inha
ENSMUSG00000082745	57.06	Gm15181
ENSMUSG00000026213	51.35	Stk11ip
ENSMUSG00000060402	48.73	Chst8
ENSMUSG00000070390	42.25	Nlrp1b
ENSMUSG00000100254	51.65	Trpc2
ENSMUSG00000082059	45.11	Gm15183
ENSMUSG00000006576	55.79	Slc4a3
ENSMUSG00000119133	51.49	Gm23266
ENSMUSG00000092528	42.47	Nlrp1c-ps
ENSMUSG00000044702	44.00	Palb2
ENSMUSG00000119355	50.75	Gm23311
ENSMUSG00000085230	48.61	Gm16013
ENSMUSG00000020437	52.16	Myo1g
ENSMUSG00000083244	50.00	Gm15180
ENSMUSG00000099692	49.28	Gm5696
ENSMUSG00000041670	38.66	Rims1
ENSMUSG00000063931	50.31	Pepd
ENSMUSG00000072753	44.05	9230020A06Rik
ENSMUSG00000111450	42.48	Gm33351
ENSMUSG00000087116	41.66	Gm12324
ENSMUSG00000111373	45.75	Gm48818
ENSMUSG00000085659	47.86	Gm12325
ENSMUSG00000085251	50.00	Gm12326
ENSMUSG00000085156	48.70	Snhg15
ENSMUSG00000077469	48.46	Gm25922
ENSMUSG00000089631	47.10	Gm16326
ENSMUSG00000064513	49.62	Snora9
ENSMUSG00000088688	40.45	Gm24000
ENSMUSG00000056216	43.65	Cebpg
ENSMUSG00000020811	50.12	Wscd1
ENSMUSG00000108486	39.82	Gm44836
ENSMUSG00000108753	43.44	Gm45094
ENSMUSG00000108333	76.49	Gm45095
ENSMUSG00000108739	45.52	Gm45096
ENSMUSG00002076307	60.00	
ENSMUSG00000108657	44.30	Gm35611
ENSMUSG00002075600	47.90	5S_rRNA
ENSMUSG00000070424	51.80	Art5
ENSMUSG00000077456	45.04	Gm22927
ENSMUSG00000085528	47.17	4930401O10Rik
ENSMUSG00000080577	53.40	Gm23226
ENSMUSG00000040554	49.52	Aipl1
ENSMUSG00000108624	65.30	Gm45091
ENSMUSG00000034957	62.59	Cebpa
ENSMUSG00000108575	50.94	Gm35665
ENSMUSG00000030868	43.19	Dctn5
ENSMUSG00000020808	53.14	Pimreg
ENSMUSG00000099381	43.96	Gm18303
ENSMUSG00000025993	40.07	Slc40a1
ENSMUSG00000086942	45.23	Gm15489
ENSMUSG00000030996	51.41	Art1
ENSMUSG00000000378	47.75	Ccm2
ENSMUSG00000030867	51.30	Plk1
ENSMUSG00000099946	40.44	Gm9496
ENSMUSG00000070896	48.82	Rpl23a-ps1
ENSMUSG00000090682	54.17	Gm3852
ENSMUSG00000044457	45.43	Stk-ps2
ENSMUSG00000066279	51.75	Chrna10
ENSMUSG00000098549	44.99	Gm5269
ENSMUSG00000089278	42.75	Gm24553
ENSMUSG00000108688	51.57	Gm44985
ENSMUSG00000013465	49.97	Nelfb
ENSMUSG00000062345	37.06	Serpinb2
ENSMUSG00000030447	43.29	Cyfip1
ENSMUSG00000092572	37.93	Serpinb10
ENSMUSG00000084231	49.90	Gm11975
ENSMUSG00000102932	44.78	Gm38113
ENSMUSG00000041073	58.38	Nacad
ENSMUSG00000060985	42.45	Tdrd5
ENSMUSG00000064919	37.14	Gm22572
ENSMUSG00000092765	69.62	Mir3154
ENSMUSG00000092807	52.73	Mir199b
ENSMUSG00000036770	55.08	Stpg3
ENSMUSG00000040543	49.57	Pitpnm3
ENSMUSG00000026969	49.38	Fam166a
ENSMUSG00000102372	37.77	A430050A11Rik
ENSMUSG00000036752	55.80	Tubb4b
ENSMUSG00000103705	47.16	4930518J20Rik
ENSMUSG00000026602	44.70	Nphs2
ENSMUSG00000027184	38.77	Caprin1
ENSMUSG00000026601	42.28	Axdnd1
ENSMUSG00000020807	44.11	4933427D14Rik
ENSMUSG00000107877	44.00	
ENSMUSG00000078193	53.93	Gm2000
ENSMUSG00000020803	40.95	Txndc17
ENSMUSG00000026600	43.55	Soat1
ENSMUSG00000020801	44.20	Med31
ENSMUSG00000053574	45.18	4930563E22Rik
ENSMUSG00000000384	51.38	Tbrg4
ENSMUSG00000006469	55.44	Slc34a3
ENSMUSG00000103199	43.66	Gm37648
ENSMUSG00000100218	37.98	Gm8296
ENSMUSG00000100361	49.13	Gm7063
ENSMUSG00000100894	47.66	Gm8304
ENSMUSG00000086687	41.81	4930547E08Rik
